,id,content,content_clean,sentiment
2892,UghThrOOAPoIHXgCoAEC,Keep Up The Good Work. Hello There.  husky furniture What do you think? 1!,Keep Up The Good Work Hello There  husky furniture What do you think 1,1
2893,Ughq9B6NXoh-kngCoAEC,captain slow,captain slow,1
2894,UgjlZhdogHpGrXgCoAEC,song at 4:10 ?,song at 410 ,3
2895,UgjAoJ-PLEPXGXgCoAEC,I got my Hyundai elantra to 200km/h,I got my Hyundai elantra to 200kmh,5
2896,UggjPSfta9xCHXgCoAEC,mukesh ambani told me about this video,mukesh ambani told me about this video,5
2897,UghkKP8x4csnlngCoAEC,holy shit,holy shit,5
2898,Ughdn2FxNrzfoXgCoAEC,The fastest car in the world,The fastest car in the world,5
2899,UggwpaCvV9yaNngCoAEC,هاذى لواصدمة 😁😁  والغلط على  كيف   👌👈,هاذى لواصدمة 😁😁  والغلط على  كيف   👌👈,5
2900,UggtNoyMOPaR0HgCoAEC,koenigsegg agera r is faster,koenigsegg agera r is faster,3
2901,Ugh7umcWdP6yRHgCoAEC,id never buy one it looks like a cat,id never buy one it looks like a cat,1
2902,UgjFmEtZkzegIHgCoAEC,this is a fas car,this is a fas car,5
2903,Ugg5UY_RazX8xXgCoAEC,so hot!!!! bugggggggattttti,so hot bugggggggattttti,2
2904,UgjFMjcnx77DwXgCoAEC,:O,O,3
2905,UgiDReGTUVcyFXgCoAEC,suppperr,suppperr,5
2906,Ugg6K1vjl8I7TngCoAEC,Kids in Africa could have eaten those tires.,Kids in Africa could have eaten those tires,3
2907,UghQYXWLjbeh3ngCoAEC,What is that song in 04:04 .,What is that song in 0404 ,5
2908,UggWXzZ-IMY7FXgCoAEC,"God, that car is ugly. And it;s obsolete, too, now that we have the Hennessy Venom GT.",God that car is ugly And its obsolete too now that we have the Hennessy Venom GT,1
2909,UgjsRoGN2YtbLngCoAEC,no its not ferrari fxx was!,no its not ferrari fxx was,1
2910,UghUi9xsAvBMM3gCoAEC,No match for my Toyota Wish,No match for my Toyota Wish,1
2911,Ugj8kqBO0IbL_HgCoAEC,good,good,4
2912,UgjjJZm_NOxLwngCoAEC,Some say......,Some say,3
2913,UggJRiRho0ow_3gCoAEC,"ITS FVNNY WHAT'S UP, GUYS. BROTHER WARM WHAT'S YOUR OPINION ABOUW IT !!",ITS FVNNY WHATS UP GUYS BROTHER WARM WHATS YOUR OPINION ABOUW IT ,3
2914,Ughyk_eczr_E_XgCoAEC,sloooooooooooooooooooooooooooooowwwwwwwwwwwww!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,sloooooooooooooooooooooooooooooowwwwwwwwwwwww,1
2915,UgjXgiuKmT1123gCoAEC,my citroen xara is faster,my citroen xara is faster,5
2916,Ugj_Cz79VJNCe3gCoAEC,i got a corvette,i got a corvette,5
2917,Ugj_Cz79VJNCe3gCoAEC.8JBswomx_Ha8KEEunyNbKH,You don't look like you have a Corvette.,You dont look like you have a Corvette,3
2918,Ugzvme-e439tx2oZuVV4AaABAg,Aslkm  khiriyat😎,Aslkm  khiriyat😎,3
2919,Ugz8BfP3H_NGO-M3ZTF4AaABAg,Bugatti is bad at turning.,Bugatti is bad at turning,1
2920,UgzZiWoON5O8YP_OmDt4AaABAg,Who else is here after the 304 record by the Chiron SS?,Who else is here after the 304 record by the Chiron SS,1
2921,UggL5oEhvmmPuHgCoAEC,bruhhhhhhhh,bruhhhhhhhh,1
2922,UgyTB_LNKGY8M4YcbfJ4AaABAg,Bugatti britian,Bugatti britian,1
2923,UgxKi8Rl4NoyfAIoHV54AaABAg,On 4 occasions God stoped Time but I will mention 1 very important occasion when MUHAMMAD holly prophet went on 7th layer where ALLAH is there. The speed of angel as a vehicle is that where you see the he will be there. That greatest is JIBRIAL .his duty to take messages from God to MUHAMMAD pbuh,On 4 occasions God stoped Time but I will mention 1 very important occasion when MUHAMMAD holly prophet went on 7th layer where ALLAH is there The speed of angel as a vehicle is that where you see the he will be there That greatest is JIBRIAL his duty to take messages from God to MUHAMMAD pbuh,3
2924,UghYF5Yzh4KPsXgCoAEC,play pokemon go whe traveling 414 kmh/h,play pokemon go whe traveling 414 kmhh,5
2925,Ugx5sQC7nDMIu4Z8tIZ4AaABAg,7:50 James May 0rg4sm,750 James May 0rg4sm,1
2926,UgwnRArirGxI2dRYdax4AaABAg,GG,GG,5
2927,UgyhsxCHcgNxk2h7SUx4AaABAg,Buffeting,Buffeting,5
2928,UgwhbWCgKBQnoCEdoch4AaABAg,i wonder how it was recorded probably a supra and an action cam attached to its back🤣😂,i wonder how it was recorded probably a supra and an action cam attached to its back🤣😂,3
2929,UgipISDLQvVRy3gCoAEC,0 likes or dislikes,0 likes or dislikes,1
2930,UgwQA8rtbGwtDPqriNB4AaABAg,Who’s here after Bugatti cracked 300mph 👍👍👍,Who’s here after Bugatti cracked 300mph 👍👍👍,1
2931,Ugz_FiC6vpIj9G0DPnN4AaABAg,Am I the only one who thinks this is the ugliest car in the history of ever,Am I the only one who thinks this is the ugliest car in the history of ever,1
2932,Ugz_FiC6vpIj9G0DPnN4AaABAg.92DDyRYPQ2E92HYfkvQpn1,Yes,Yes,5
2933,UgwI_sffgwJjtGqKKqx4AaABAg,Car on shit,Car on shit,1
2934,Ugz_iKv1nQBeZIKbysV4AaABAg,The new TopGear is SOO SOO much better than this crap that was shown for all them years,The new TopGear is SOO SOO much better than this crap that was shown for all them years,5
2935,UghMc7aLBz_J83gCoAEC,the name of music blease,the name of music blease,1
2936,Ugi4fZmB_zK2-ngCoAEC,Hennessey Venom GT went 435 km/h,Hennessey Venom GT went 435 kmh,1
2937,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8OK1ZvGudcy,@Inpiron1501 The runs weren't on the same straight, The runs werent on the same straight,2
2938,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8OJfYsZq0K7,"to gain the world record, they must drive 2 runs, one with a head wind, one with a tail wind, then they take the average of the 2 runs. So according to the times you posted, 270 and 265... the average was 267.5. STILL SLOWER THAN THE VEYRON SS",to gain the world record they must drive 2 runs one with a head wind one with a tail wind then they take the average of the 2 runs So according to the times you posted 270 and 265 the average was 2675 STILL SLOWER THAN THE VEYRON SS,3
2939,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8O787SWM4PT,"Yeah, if only... Four fastest Koenigseggs blasting by you at top speed on VW test track. Now that would be a sight.",Yeah if only Four fastest Koenigseggs blasting by you at top speed on VW test track Now that would be a sight,5
2940,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8O77rbIMmfd,And that's just a claim. No one still didn't do a top speed test with it.,And thats just a claim No one still didnt do a top speed test with it,1
2941,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8O77bj0aI2q,They already DID two runs. First time was 265 mph and second times was 270.49 mph.,They already DID two runs First time was 265 mph and second times was 27049 mph,1
2942,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8KfsKHy7SqR,TheAgentBrian Hennassey Venom GT aka Lotus Exige hasn't done a legitimate run. Plus it isn't a production car either.,TheAgentBrian Hennassey Venom GT aka Lotus Exige hasnt done a legitimate run Plus it isnt a production car either,1
2943,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8KeSwEROAMl,"@***** I like all high performance cars. My favourite 3 are in my picture. After American muscle cars, then it is hypercars and Agera is my favourite, followed by CCX, P1 and Regera. And more after that.", I like all high performance cars My favourite 3 are in my picture After American muscle cars then it is hypercars and Agera is my favourite followed by CCX P1 and Regera And more after that,5
2944,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8H9RwcXN5Jd,"If an Agera, Agera R, Agera RS or Agera One:1 went on this track for a speed record...",If an Agera Agera R Agera RS or Agera One1 went on this track for a speed record,3
2945,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8EMC87WmZOQ,The Hennessey Venom GT is a Lotus Exige on steroids.,The Hennessey Venom GT is a Lotus Exige on steroids,5
2946,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8EM1UNsQUlh,Does it matter? The Bugatti Chiron goes 460 km\h. And it get's a faster accelaration: 0-100 in 2.3 seconds. And it will eat the Venom with ease.,Does it matter The Bugatti Chiron goes 460 kmh And it gets a faster accelaration 0100 in 23 seconds And it will eat the Venom with ease,3
2947,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8E2U_vYIgVY,+dangermarc350 it is but 435km/h is 270.49mph,dangermarc350 it is but 435kmh is 27049mph,1
2948,Ugi4fZmB_zK2-ngCoAEC.8DpUMu_ZYYq8E1eCeDPPmH,+PVP_Gamer_TV !!!!! It has to be in two runs not one.,PVPGamerTV  It has to be in two runs not one,1
2949,UgwxRuJFOPTRKpPqiSB4AaABAg,I once dis 300 on porsche and felt like james may,I once dis 300 on porsche and felt like james may,1
2950,Ugy9sE6AfXTwU1B-SiV4AaABAg,Booyaka Boooyaka,Booyaka Boooyaka,3
2951,Ugx-070earvXuLWSWWJ4AaABAg,i hate bugattis they are toys if u put a koenigsegg beside!,i hate bugattis they are toys if u put a koenigsegg beside,1
2952,UgwGkrL9ao6ngWS_gGF4AaABAg,"My name is Bugatti Veyron SS, and I'm the fastest car alive",My name is Bugatti Veyron SS and Im the fastest car alive,5
2953,Ugi_MGyJXmHpWHgCoAEC,your lying,your lying,1
2954,Ugz4JMzQZ4tIcE5ksdt4AaABAg,Is no one going to talk about how glitchy (possibly fake) the digital speedo is when Bugatti's test driver was driving?,Is no one going to talk about how glitchy possibly fake the digital speedo is when Bugattis test driver was driving,1
2955,UgwgtLf0qf3gOTkXE2d4AaABAg,अपना यू॰पी॰ बिहार मा चलाई बा ई गाड़ीवा के?,अपना यू॰पी॰ बिहार मा चलाई बा ई गाड़ीवा के,5
2956,UghtEwSh6XcvTngCoAEC,All hyper cars should use this track ...this will really  make high speed records fair,All hyper cars should use this track this will really  make high speed records fair,5
2957,Ugg4FUYuAH_MoHgCoAEC,"Such a marvel of engineering, that speed with all the comforts.",Such a marvel of engineering that speed with all the comforts,5
2958,Ughr707WZUSdzHgCoAEC,1.5 sec improvement on a minute and a bit lap is pretty amazing ,15 sec improvement on a minute and a bit lap is pretty amazing ,4
2959,UgirVJyarWdfZHgCoAEC,The Bugatti Veyron Super Sport deserves more respect than it gets. It is capable of 268 mph and reaches this in a effortless manner with rolls Royce like smoothness & comfort/luxury. Despite its heavy weight still very capable around the track.,The Bugatti Veyron Super Sport deserves more respect than it gets It is capable of 268 mph and reaches this in a effortless manner with rolls Royce like smoothness  comfortluxury Despite its heavy weight still very capable around the track,5
2960,UghRovpEq6qYP3gCoAEC,This man is really amazing.,This man is really amazing,5
2961,UghrCQ04QgxnLXgCoAEC,WOW....nearly travelling back in time...sweet..,WOWnearly travelling back in timesweet,5
2962,UgiUUPLOen9uOXgCoAEC,Man... I love this car.,Man I love this car,5
2963,UgiyMMwv7cwvJ3gCoAEC,"Mercedes sets in 1938 the world record for the fastest car driven on public streets- 432.7 km/h or 270 miles/h.
They did it with a 5577ccm engine.","Mercedes sets in 1938 the world record for the fastest car driven on public streets 4327 kmh or 270 milesh
They did it with a 5577ccm engine",5
2964,UgjQ2lSCntAU4XgCoAEC,"For those of u that dont know how fast that was it was 259.48 mph 
Which is almost as fast as the hennese venom
","For those of u that dont know how fast that was it was 25948 mph 
Which is almost as fast as the hennese venom
",3
2965,UghUjtAYmi3-U3gCoAEC,"Bugatti veyron sport 417 km!!!!
Caraca voi muito maneiro","Bugatti veyron sport 417 km
Caraca voi muito maneiro",5
2966,UgigyawLvNNnuHgCoAEC,I would love to be on that track in my 1984 Ford Fiesta (the Mark II),I would love to be on that track in my 1984 Ford Fiesta the Mark II,5
2967,Ugh055Yl_SuyiXgCoAEC,It was going wayy faster than a airliner jet take off speed which is about 190-200 knts/hour which is about 356km/hr,It was going wayy faster than a airliner jet take off speed which is about 190200 kntshour which is about 356kmhr,1
2968,UgiZdOQBvNv4gHgCoAEC,The Venom GT kills it!!,The Venom GT kills it,1
2969,UggLt6y9v-VpmXgCoAEC,"OMG this car seems to be faster than Enzo and Zonda!! Sadly, the only track this happens is Top Gear`s track.. :) Interestingly no Veyron is listed in Top 100 Nürburgring Lap Times, nor anywhere else.. Looks like Stig`s been paid some extra quids by Bugatti, haha..",OMG this car seems to be faster than Enzo and Zonda Sadly the only track this happens is Top Gears track  Interestingly no Veyron is listed in Top 100 Nürburgring Lap Times nor anywhere else Looks like Stigs been paid some extra quids by Bugatti haha,3
2970,UggmYpVDLa1d2HgCoAEC,there's no way a car can beat this,theres no way a car can beat this,1
2971,Ugg4V53YekGoxHgCoAEC,"if the car wasnt that heavy, it would probably have reached 450",if the car wasnt that heavy it would probably have reached 450,3
2972,UgghDZzyVprS8XgCoAEC,Very fast car . My son has this car in his pc . It is very heavy but the power works very well if you drive straight it feels very light,Very fast car  My son has this car in his pc  It is very heavy but the power works very well if you drive straight it feels very light,4
2973,UggAXt4RN5G5PXgCoAEC,"This Bugatti did 431 km in 5,5 miles!

Ford GT did 455 km in 1 mile!

*pop corn mode: ON*","This Bugatti did 431 km in 55 miles

Ford GT did 455 km in 1 mile

pop corn mode ON",1
2974,UghVR1HkoamUE3gCoAEC,"Over engineered,............ and i absolutely love it. ",Over engineered and i absolutely love it ,5
2975,UgjSeN8gNRrJfngCoAEC,"When you hit something with 414km/h, a helm is not gonna help you James...",When you hit something with 414kmh a helm is not gonna help you James,1
2976,UggMieLfuPGVE3gCoAEC,at first i thought Bugatti had lost but you just proved it your the best,at first i thought Bugatti had lost but you just proved it your the best,5
2977,UgjB4Uu6FT9p53gCoAEC,"The thing with the Veyron isn't the speed, its because is a comfortable, high speed, easy to drive, monster gt, is more like a legend than a supercar maded to beat a record

Even if the Venom GT or the Agera one-1 are faster the bugatti is today with only 10 years a classic from supercar world, is a legend, maybe the most legendary supercar what has been made.

And i don't have any dude of what VW can made a super veyron replacement, with 2002 bhp, maybe more.","The thing with the Veyron isnt the speed its because is a comfortable high speed easy to drive monster gt is more like a legend than a supercar maded to beat a record

Even if the Venom GT or the Agera one1 are faster the bugatti is today with only 10 years a classic from supercar world is a legend maybe the most legendary supercar what has been made

And i dont have any dude of what VW can made a super veyron replacement with 2002 bhp maybe more",3
2978,UgjGxXeMoQuwm3gCoAEC,"he's looking at the camera when driving at +400kph... yikes, captain slow's got bigger bollocks than I thought he did hahaha",hes looking at the camera when driving at 400kph yikes captain slows got bigger bollocks than I thought he did hahaha,1
2979,UgjAqHoLvDBxE3gCoAEC,The Bugatti Veyron is a fast car but if you push the motor too hard then you might just possibly fry the Pistons right off. So trying to go at full speed is very risky,The Bugatti Veyron is a fast car but if you push the motor too hard then you might just possibly fry the Pistons right off So trying to go at full speed is very risky,3
2980,UggBjvTM41uTHngCoAEC,I have no idea how it goes so fast it's so heavy.,I have no idea how it goes so fast its so heavy,2
2981,UghcsubEJ2js_XgCoAEC,The Ford GT just broke the guinus world record at 283 miles an hour.,The Ford GT just broke the guinus world record at 283 miles an hour,5
2982,Ugicipntkz9yuXgCoAEC,BEST CAR EVER MADE,BEST CAR EVER MADE,5
2983,Ugh6CMTI6FAPk3gCoAEC,dang that must be so fun but scary to go that fast,dang that must be so fun but scary to go that fast,4
2984,Ugi3ni2ZlbmhUHgCoAEC,"They took of the electronic speed regulator making it not a production car, and the Venom GT went faster",They took of the electronic speed regulator making it not a production car and the Venom GT went faster,2
2985,UgiG4ORWnJw1qXgCoAEC,I know that the show was cancelled and all but I have to see James's reaction to the Hennessey Venom GT maybe the Venom F5.,I know that the show was cancelled and all but I have to see Jamess reaction to the Hennessey Venom GT maybe the Venom F5,1
2986,Ugg8wwsYbjxzDngCoAEC,Hell yea Captain Slow!!!,Hell yea Captain Slow,1
2987,UgiznEi8jvnY53gCoAEC,Put some wings on that thing and you'll fly to the goddamn moon!,Put some wings on that thing and youll fly to the goddamn moon,5
2988,Ugg23eqp6w7RnngCoAEC,Still getting goosebumps watching this in 2015,Still getting goosebumps watching this in 2015,4
2989,Ugj2Cb8s1F-7F3gCoAEC,i bet if they went a few seconds it could do 271,i bet if they went a few seconds it could do 271,3
2990,UgiE7igfOWUnsXgCoAEC,"The Hennessey Venom GT is lighter and more powerful than the Veyron...

I say we get that round the track","The Hennessey Venom GT is lighter and more powerful than the Veyron

I say we get that round the track",5
2991,Ugj79-cfOYaEa3gCoAEC,amazing car . I want  bugatti to make a new veyron and call it the bugatti veyron hypersport .,amazing car  I want  bugatti to make a new veyron and call it the bugatti veyron hypersport ,5
2992,UghSlQ15Ny_q6XgCoAEC,"Go from the last gear to the 1st, and make the clutch become a rocket",Go from the last gear to the 1st and make the clutch become a rocket,1
2993,Ugjy9z6fB73Q1XgCoAEC,why they dont build roads like this only for super cars? that would be fantastic,why they dont build roads like this only for super cars that would be fantastic,2
2994,UggCWgq4hVqzXXgCoAEC,"That car, under throttle, has got to make the horniest noise of any car ever made! To say nothing of the 267mph it does....",That car under throttle has got to make the horniest noise of any car ever made To say nothing of the 267mph it does,1
2995,Uggpf1eciWOWOHgCoAEC,it felt so slow when he went from 417 to 250 :\ ,it felt so slow when he went from 417 to 250  ,2
2996,UggmT5B2wJu3QngCoAEC,so fast like a rocket and so stabil ,so fast like a rocket and so stabil ,5
2997,UghG5-XeyOSee3gCoAEC,james may should be awarded the man of this century award .,james may should be awarded the man of this century award ,5
2998,Uggu_MT4DMrnpHgCoAEC,"Bruhh, that was brutal",Bruhh that was brutal,1
2999,UggS8rOQyFpY7ngCoAEC,417 mph huh? You would not want louse control of the car at those speeds.,417 mph huh You would not want louse control of the car at those speeds,3
3000,UggCkvkXTY1XW3gCoAEC,I wouldn't like to get in the way of one of those,I wouldnt like to get in the way of one of those,3
3001,UghJ1lQyDNvNE3gCoAEC,That Bugatti can haul ass,That Bugatti can haul ass,5
3002,UghYc0DJxHRHPHgCoAEC,467 kphI can't even reach that in the game.,467 kphI cant even reach that in the game,1
3003,UghUuOHgQ2u84ngCoAEC,Unbelievable!!!,Unbelievable,5
3004,UggnYTCrWEC2CngCoAEC,Such a much more sorted car then the venom gt.,Such a much more sorted car then the venom gt,5
3005,UggtZu49BV-2s3gCoAEC,SO SUPER...!!! PERFECTO...!!!,SO SUPER PERFECTO,5
3006,UgjI6XGEvRpzn3gCoAEC,"The tires are louder then the engine, lol",The tires are louder then the engine lol,2
3007,UgirjgC8x50ZiHgCoAEC,asfalt yeterince destek verse 500'ü geçer. Ne makina.,asfalt yeterince destek verse 500ü geçer Ne makina,1
3008,UghPFSPpLiDBa3gCoAEC,Tão rápido q meus olhos não conseguiram acompanhar haushauhs,Tão rápido q meus olhos não conseguiram acompanhar haushauhs,1
3009,UggcQN8tihbbkXgCoAEC,what about the ferrari fxx? that did it in like 1.10 and the veyron wasn't on the board at that point??,what about the ferrari fxx that did it in like 110 and the veyron wasnt on the board at that point,2
3010,Ugg5wJokDAWhGXgCoAEC,if this thing had wings.. what u think would happen??,if this thing had wings what u think would happen,2
3011,UgjIlcZFxGLzgHgCoAEC,"even ""IF"" i can buy that car, prob i'm too scared to drive",even IF i can buy that car prob im too scared to drive,1
3012,UgiAV2yn1glNangCoAEC,"Every time I see a Top Gear video with this kind of speeds involved, I cringe at the lack of Hans devices",Every time I see a Top Gear video with this kind of speeds involved I cringe at the lack of Hans devices,5
3013,Ugjqav-t16eA43gCoAEC,You should guess how fast the stig would go in that,You should guess how fast the stig would go in that,3
3014,UgjDBgJP0M3cJngCoAEC,역시 수퍼카 제왕이다 사고싶어도 못사는차,역시 수퍼카 제왕이다 사고싶어도 못사는차,5
3015,UgimuhBPbvP0XXgCoAEC,full power and soon this dream become real,full power and soon this dream become real,5
3016,UggBBpf1r-kZOHgCoAEC,how funny would be a puncture at 414? XD,how funny would be a puncture at 414 XD,1
3017,UghRbQqZYLRjvngCoAEC,"The Koenigsegg One:1 has a top speed of 453 km/h (281,5 mph) , beat that ;)
By the way, Bugatti is overrated.","The Koenigsegg One1 has a top speed of 453 kmh 2815 mph  beat that 
By the way Bugatti is overrated",4
3018,UghRbQqZYLRjvngCoAEC.80msdKwfzIg8tOFo8_OrGE,"Not really, the buggati is something special that the koenigsegg just doesn't have, it is a faster car but not as stable  it is designed to beat records and nothing else, the buggati is just something special...",Not really the buggati is something special that the koenigsegg just doesnt have it is a faster car but not as stable  it is designed to beat records and nothing else the buggati is just something special,2
3019,UghaAWpY-ZwCWHgCoAEC,take that tesla. your car cant even go past 250 km/h lmao,take that tesla your car cant even go past 250 kmh lmao,5
3020,UghQ7WXwotrYI3gCoAEC,I want to see them race the Koenigseggseggisseggggnignigsegigisegggg agera R on the track,I want to see them race the Koenigseggseggisseggggnignigsegigisegggg agera R on the track,3
3021,Ugi4CKdPX819S3gCoAEC,"the BEAST IN THE WORLD
But second in fastest","the BEAST IN THE WORLD
But second in fastest",4
3022,Ugi2yqbiup4tSngCoAEC,"it's ""SLIGHTLY twitchy"" at 250 MPH...",its SLIGHTLY twitchy at 250 MPH,3
3023,UgijWpHz1k78m3gCoAEC,"it's really pathetic that mclaren and ferrari won't give them a P1 and a laferrari to set some laptimes. i really want to know if the porsche, ferrari or mclaren is fastest...",its really pathetic that mclaren and ferrari wont give them a P1 and a laferrari to set some laptimes i really want to know if the porsche ferrari or mclaren is fastest,2
3024,UgjisypEL-j04HgCoAEC,Captain slow goes fast. Lol,Captain slow goes fast Lol,2
3025,Ugijz1Ww6p76uXgCoAEC,it's too fast to hear its sound,its too fast to hear its sound,2
3026,UghgW2KWleTxcHgCoAEC,wooooooosh... amaziiing !!!,wooooooosh amaziiing ,5
3027,UggQM7CF4_FcNXgCoAEC,"That's a lie the Ferrari FXX did in 1'10.7 if you remember

","Thats a lie the Ferrari FXX did in 1107 if you remember

",3
3028,Ugh-4RrI6dSLlHgCoAEC,dont tell me bugatti also has only 2 seats!,dont tell me bugatti also has only 2 seats,1
3029,UgiQ2UaRCnrHungCoAEC,@7:09 is that an Antonov aircraft?,09 is that an Antonov aircraft,3
3030,UgiQ2UaRCnrHungCoAEC.82-WHRisyXX70zdL5IzFkR,Boeing 747-200,Boeing 747200,5
3031,UghmU6ZdxgZDXHgCoAEC,That spoiler is more of a minibar than a rear wing!?,That spoiler is more of a minibar than a rear wing,3
3032,Ugh7V-0Y_55YVXgCoAEC,The ss version was just a tuned up version of the original one. If they applied more power and two superchargers then daayyyyyymmmmm. ,The ss version was just a tuned up version of the original one If they applied more power and two superchargers then daayyyyyymmmmm ,3
3033,UggPfaDUks5WM3gCoAEC,But my henassy venom only goes 1kph :(,But my henassy venom only goes 1kph ,3
3034,Ugght13_vbBFIHgCoAEC,when im rich im gonna have one of these ,when im rich im gonna have one of these ,5
3035,Ugh3aWT7C-CdwHgCoAEC,Mind blowing,Mind blowing,1
3036,UghQRO-WAjoDsHgCoAEC,I sat in it once I told the guy not to do more than 250 kph,I sat in it once I told the guy not to do more than 250 kph,1
3037,Ugi7dP0CEMa6oXgCoAEC,"lets wait for those veyron haters, veyron cant turn XD",lets wait for those veyron haters veyron cant turn XD,1
3038,Ugh_LGx7Y0TwmngCoAEC,"Cool car mate
","Cool car mate
",5
3039,Ugh_LGx7Y0TwmngCoAEC.7-H0Z7-HOzL76Oohfflz4X,I know it looks fast 😃👍,I know it looks fast 😃👍,3
3040,Ugh_LGx7Y0TwmngCoAEC.7-H0Z7-HOzL76HdSuktWMs,I agree 😎✌🏾️,I agree 😎✌🏾️,4
3041,Ugh_LGx7Y0TwmngCoAEC.7-H0Z7-HOzL75mXmj_smrO,That looks like a rate good car !!!!!!,That looks like a rate good car ,3
3042,UgiPRm_cvnU983gCoAEC,RIP Top Gear :(,RIP Top Gear ,1
3043,Ugjen_T4EfAiFHgCoAEC,Ohh Its my favorite i hope i get one,Ohh Its my favorite i hope i get one,5
3044,Ugjen_T4EfAiFHgCoAEC.829PIL7QUo_7-bNuAdmXVM,"Ok, now come up with a million dollars. :)",Ok now come up with a million dollars ,3
3045,UggKEAiN9zsv0XgCoAEC,That buggati would fit well crushed in a scrap yard. It belongs in a crusher ! ,That buggati would fit well crushed in a scrap yard It belongs in a crusher  ,2
3046,UgjForltJpD8n3gCoAEC,4:05 I told that the car will explode,405 I told that the car will explode,1
3047,UgjForltJpD8n3gCoAEC.83V5M3xmIaw7-sTOiWOaR5,@Max Rodrian The effects and music make me feel if something Insane will happen but nothing :/, Rodrian The effects and music make me feel if something Insane will happen but nothing ,3
3048,UgjForltJpD8n3gCoAEC.83V5M3xmIaw7-sKEPKk4UC,"+Omar TheG No. that are actually the adobe premiere lens flares. For all who cant afford after effects :) (sry for my bad english, im german )",Omar TheG No that are actually the adobe premiere lens flares For all who cant afford after effects  sry for my bad english im german ,1
3049,UghH15jRSXeAIHgCoAEC,Makes any other car look like an insult.,Makes any other car look like an insult,1
3050,UgizcaumFFB2HHgCoAEC,Wahhhhhh!!!!!! 1 missil cette voiture,Wahhhhhh 1 missil cette voiture,1
3051,UgjlPQfhdTjOhXgCoAEC,Hahahaaha and people says this car cant take corners.. Seems fine to me,Hahahaaha and people says this car cant take corners Seems fine to me,5
3052,UgitttfIfuXnWHgCoAEC,I bet it would be faster if it was actually aerodynamic.,I bet it would be faster if it was actually aerodynamic,3
3053,UgitttfIfuXnWHgCoAEC.7-H0Z7-KqLu774fgEtqPjf,I think THEY know more about that subject than you do.,I think THEY know more about that subject than you do,3
3054,Ugg_Pg_ryKch3HgCoAEC,Bugatti veyron. . . .my carrrrrrr!!!!!,Bugatti veyron   my carrrrrrr,5
3055,UggG-veSATLPK3gCoAEC,"oh please, the mclaren 12c which is half that car does it half a second quicker",oh please the mclaren 12c which is half that car does it half a second quicker,3
3056,UghVhY6pCgdDN3gCoAEC,would love to see this vs concept one electric super car with 1088hp,would love to see this vs concept one electric super car with 1088hp,5
3057,UghVhY6pCgdDN3gCoAEC.7-H0Z7-FDBP75gD5Y18A2s,@tudy000 the Bugatti would likely win with top speed but the Rimac would demolish it on the 1/4 mile., the Bugatti would likely win with top speed but the Rimac would demolish it on the 14 mile,3
3058,UghVhY6pCgdDN3gCoAEC.7-H0Z7-FDBP74jN0fIG_S1,"@Quentin Rosen yep
"," Rosen yep
",5
3059,UghVhY6pCgdDN3gCoAEC.7-H0Z7-FDBP74iIVaILih-,@Raizen is it the rimac automobili you're talking about, is it the rimac automobili youre talking about,5
3060,UghVhY6pCgdDN3gCoAEC.7-H0Z7-FDBP70_2eORq0Hm,"most likely, would just like to see it since its fastest electric car and its creator is from my country, a country that has no other car manufacturers",most likely would just like to see it since its fastest electric car and its creator is from my country a country that has no other car manufacturers,3
3061,UghVhY6pCgdDN3gCoAEC.7-H0Z7-FDBP70_0q2D4bcf,1200+ hp vs 1088 pshh it would blow it away :)),1200 hp vs 1088 pshh it would blow it away ,2
3062,Ugg79qMsK5V9NngCoAEC,Lol the bugatti dont even looks awesome !!  Just alot of horses waiting to get out :),Lol the bugatti dont even looks awesome   Just alot of horses waiting to get out ,5
3063,Ugig_SVY1ZLk-XgCoAEC,R.I.P Jeremy Clarkson. You punched the producer. You ruined top gear.,RIP Jeremy Clarkson You punched the producer You ruined top gear,1
3064,UgjspjO5STZDWHgCoAEC,Captain slow my ass.,Captain slow my ass,1
3065,Ugiq_SwkJXnDLHgCoAEC,nice one,nice one,5
3066,Uggzd2mlPc0_e3gCoAEC,Ferrari FXX 1:10.7 or wasnt it??,Ferrari FXX 1107 or wasnt it,3
3067,UgjPgEYicAaUaXgCoAEC,it is 10 mph not 5 mph,it is 10 mph not 5 mph,2
3068,Ugiof9255GJ3-ngCoAEC,Why dont you guys review the worlds fastest car hannesy venom gt with a top speed record of 270mph ,Why dont you guys review the worlds fastest car hannesy venom gt with a top speed record of 270mph ,5
