,id,content
590,Ugw9AdHyFS719T11gMB4AaABAg,"美しい車、サウンド、ストーリー。
911は、いやポルシェは人生に華を添えます。"
591,UgxYU9ITus8qPjL5QMZ4AaABAg,Love this 2022❤💕💕💕🔥🔥🔥🔥
592,UgzGncxAPrfJjcYWv794AaABAg,Genius!!
593,Ugxr5_XvDzzcenfhea94AaABAg,I think I just fell in love again.
594,Ugw6iGRr8I5Ui-AmKO54AaABAg,"Great ad, good looking car. But those headlights with the four internal lights are terrible looking."
595,UgxWPILSSljxh1eM2CR4AaABAg,Wow! The new James Bond film looks fantastic!!
596,UgyaOpC4fc2ojDpguSV4AaABAg,Who on earth would dislike this?
597,Ugw_fvv-cANqnrwimJp4AaABAg,What's that But a perfection!? My old new everyoung dream... someday will come true..
598,Ugy3RXm1mwbkhUGl_9h4AaABAg,Shirley Bassey and Porsche perfect together!
599,UgyrdCLKv5-bj3OAQoR4AaABAg,This clip is Designer approved. ✅
600,Ugw4LZVTD0cqgmBr3MB4AaABAg,Love it
601,UgzizXIS7r_KkLwrKc94AaABAg,"Ah, family traditions. When your dad is rich and you inherit the money so you buy another one to be just like him."
602,UgzG-08QpbLugRvIE7J4AaABAg,this was well done
603,Ugw_Ou3h1DdoBF1QXuZ4AaABAg,"Don't wait until you're salt and pepper to buy your first 911. Live baby, live."
604,Ugwoid3bAcq5HKNuUv94AaABAg,Brilliant!
605,Ugx7ECV4y4P4yYcdGVl4AaABAg,Wow i love this video and the car
606,UgwEGV-IfiGKfRQbETx4AaABAg,Brilliant!
607,UgzoTyds_c3hQ7hSA1V4AaABAg,"Porsche:
*There Is No Substitute*



And, honestly, this is the only manufacturer I’d go to for Euro cars. ❤️"
608,Ugznaxyacymv0VdA-2N4AaABAg,The couple looks amazing for beeing in their middle 70s ;)
609,UgwSqGZO-_th7natrdp4AaABAg,Goosebumps
610,Ugza6IUsBXt38igkXs54AaABAg,"The first car-ad, which brought me to tears…"
611,UgzZ5KgOOr4bsT2juK54AaABAg,"I learned nothing about the car, except for the nostalgic feelings of a middle aged couple"
612,UgwH-ILUHpa6essjXL94AaABAg,This video is a masterpiece. Un véritable bijou cinématographique.
613,UgyRfmOybNAJy8_sHmN4AaABAg,"Bravo porsche marketing. What a beautiful little film. And a beautiful little car. 

This is the last dance. Electrification will  change personal transport forever and cars like this will no longer exist. 

But It's creating some of the most emotive, bold, and spectacular machines ever imagined. Buy one if you can, appreciate them if you can't."
614,Ugxo4Cf39GqS3AyEM8t4AaABAg,Porsche knows how to dream.
615,UgxJ3FjeBhHmq37VkJR4AaABAg,Just AMAZING Video! Love this!!  Where was this movie shot?  Looks like south of France?
616,UgwwGByGquxm46ZmA7V4AaABAg,This video deserves to get million views
617,Ugz7whWvr5gB2dGdSpV4AaABAg,Gotta love Porsche..
618,UgxibIvikWHYmGv8OI14AaABAg,So great !
619,UgyWPvCx2UheXbSVJ294AaABAg,Excellent!
620,UgxX0SjeWuru3BP01mZ4AaABAg,Excellent!
621,UgxhTfLTtLARPI2E6y54AaABAg,Wonderful
622,Ugzfj4aUIgVKURRp_5R4AaABAg,Gorgeous excellence. Wow wow wow ❤️❤️❤️❤️❤️❤️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
623,UgwLZiybjse0CnIGaIp4AaABAg,Дом шикарный!
624,Ugw6zFeWrEVchcqdt7h4AaABAg,The perfect Porsche
625,UgzTV8KzOqPtbzhHSfV4AaABAg,Imagine if rich people actually enjoyed life this much!
626,Ugwq-tRuT2lXsYAcsb14AaABAg,😍🤩👏👏👏👏👏👏👏
627,UgwoYjYAeiytBjgYhit4AaABAg,"I wish it would have the classic price 
💪🤡☝️"
628,UgzyfKpsRtD-PsCVc0h4AaABAg,I watch this video at least once a week.
629,UgzFhKB1UlWNtp2zf1N4AaABAg,My First Sports Car will be the PORSCHE 911 🥰😍😎
630,UgwPL7r8zVjf5PgCI7h4AaABAg,masterpiece
631,UgxT60MZHkXxpGMC_fZ4AaABAg,"Porsche motto today---""Keep reducing the quality year after year so we can make more money."""
632,UgzmLtktCUFweF3BLyB4AaABAg,"a very beautiful apology to tradition, the wife, the value of time, permanence, commitment, marriage, work, to the good that endures. Congratulations, Excellent."
633,Ugy1UD5VX-BV5QeL9d14AaABAg,Bellissimo!
634,Ugw61gyI5PwdIz94xOx4AaABAg,Less is more congratulations 👏🏼
635,UgyStOGaYl7zMeBB2Bd4AaABAg,Legend 911
636,UgylPq1msLpCZVaxmJR4AaABAg,Nice car but why the heck do I want an Aston Martin now? 🤔
637,UgynfQAyZG2mtBbttrN4AaABAg,Wouw.... memories !
638,Ugwzrx44jNyZ-9QdVy94AaABAg,🔥🔥🔥
639,UgyWddsRrq5y0Y8aHo94AaABAg,THE Legend.
640,UgyGQ9whfIlyYqPOhKV4AaABAg,Marvelous!
641,Ugw89VlvQDLKnwSJrJJ4AaABAg,Just great!
642,Ugx-N_Ra4vkL58c20TN4AaABAg,Good luck getting one!! Already bugging my sales manager!!
643,UgwXptShFy150wI9BdR4AaABAg,"The disadvantage is that Porsche seems to be too satisfied with the present. It feels like it has stopped now because there are not many models like Ferrari. It would be nice to make some models. It would be good if it were cut as a brand that surpasses Ferrari. I really like Porsche, so I hope that it will grow rather than stay at the current level."
644,UgyoszRTGJ9xO19qRb94AaABAg,This is a gooooood commercial!
645,UgwU3mOCB7aH0Lj5yph4AaABAg,PORSCHE <3
646,UgzEvZElc8yZGg7fbH14AaABAg,Funny how the 992 doesn’t even sound like that😂
647,UgwkNTwykkX7zx74-F94AaABAg,"Porsche Rocks.....

Love Story"
648,UgxR1iKMHZN11F-TGq14AaABAg,Glamour 👏
649,Ugz9S6QdVr7BJrgWfbZ4AaABAg,"Instead of the Targa Heritage edition, you should have highlighted the 911-50, while celebrating your 60th…"
650,UgwNLWdOUPnFUZB1ylh4AaABAg,Porsche literally makes the best commercials.
651,UgyzG1BRFAAdO8dvTAR4AaABAg,That Cote d'Azur drive.
652,UgykzN__blKbgxD3B9Z4AaABAg,Amazing video made even more amazing by the musical renderings of Dame Shirley Bassey.
653,Ugx-z4vZpipQukwKbYR4AaABAg,"Greta great great video production.
And nice car...."
654,UgzioZH_u-IT5-qutuB4AaABAg,"A sophisticated commercial film. Plus without Shirley's voice, it wouldn't touch my soul."
655,UgzNqrPa8gwKsxl5Mkp4AaABAg,Porsche is fucking different🔥
656,UgwvRlpySIAc2bexMsh4AaABAg,"Pretty car, pretty price: 276.284 Euro - chapeau!"
657,UgwlC3u2GoM-fVOOpbJ4AaABAg,porsche love 😍
658,Ugw43a5hv-RUpWJgPvd4AaABAg,Most iconographic product design ever.
659,Ugz_Qq1Yj8YpxkxwGy94AaABAg,The best commercial I’ve seen
660,Ugypqg9RRPP2Tvp9qHt4AaABAg,It shouldn't ever have a rival as it is unique. The same goes for all unique worx of art.
661,UgwB2rJJLDcTYYSHSy94AaABAg,I can’t believe I watched the whole 3:17 commercial and enjoyed it.
662,Ugz0YdLkPBUUzjio4KV4AaABAg,"This along with the commercials for Ferrari Roma and Omega Co-Axial are the best pieces of advertising in recent years, bravo!"
663,UgwzbveUQuDodTGlduV4AaABAg,Beautiful
664,UgzyJ5EBEFZXEWsJ4FB4AaABAg,Beautiful. It is a pity that I will never ever own a Porsche.
665,UgwUszkClXTdOkzRZUN4AaABAg,I am in love...
666,Ugy6mqIye4jXwgz59Gt4AaABAg,"This is probably the best advertisement for a car, emotions, goosebumps, a great camera, omg this is like a movie <3"
667,Ugz4NaJE0F2xL6LpSUl4AaABAg,Best advert ever. Last time I saw similar was the Honda ad with Andy Williams singing.
668,UgwbFk5pauA5XGvdF0h4AaABAg,just a normal life with friends having normal cars
669,UgxkvCwa5t9S2HrKiWJ4AaABAg,We need more song with the sound of your cars... The Passion of life
670,UgwauRxetDJJd0bL4_14AaABAg,"Great promo film, but Porsche’s race craft got totally diluted over time, also the exotic appearance. Maybe they sell more and profit more doing that. But over long time period, I see a crisis there."
671,Ugy2wCl16poFLLQlhPx4AaABAg,Porsche Class ❤️👍👍
672,Ugy4LVNJzKveqO8tE8B4AaABAg,Astonishing. I will most definitely make the investment
673,UgztPDBIg1Ur28RZvEJ4AaABAg,"A life well lived , most of us can only dream of , brilliant insight into the life of the rich and beautiful. 👍"
674,Ugw_aqFPIKcqRuaJoEJ4AaABAg,Great car for any collector or enthusiast..pity about the trashy number on the door just doesn’t seem to fit. My neighbour has the £65k electric one is quite something had a drive last week!!
675,UgxfKiSh3zZWrXHQdFJ4AaABAg,"The only brand that retains its originality and is always eternal! The appearance of my car is not repetitive, but everyone says it looks bad and repetitive, and I totally disagree. It still has analog on its odometer, and that is to say that the car is of originality and descent. Porsche, I hope that by 2040, if you produce the 911, you will not digitize its odometer and you will not electrify the car at all, and if you do, it will be a really amazing thing, the cars, especially the 911, will never be duplicated. it is awesome ❤"
676,Ugxqtdcotje357juIB94AaABAg,Amazing
677,UgwxVCOV_W4GW7GREsR4AaABAg,"Dies ist mehr als eine meisterhafte PR, dies ist eine Hommage an eine untergegangene Zeit."
678,Ugx3lsbpUTyhZPhsBmB4AaABAg,Amazing
679,UgzCFvNxT9_2N_FojCN4AaABAg,Amazing
680,UgwBDkAYmeqsVucgy4x4AaABAg,witness marketing perfection. well done.
681,UgyM0IOcrs8oehKdJd14AaABAg,Man I wish I was rich. Porsche has been my favorite car/supercar ever since seeing the flying 911 turbo? poster on Jerry Seinfeld's wall.
682,UgxEZ6OurHvE2WbP6ex4AaABAg,To me as a Welshman the best thing about this advert is a great Shirley Bassey singing where do I begin along with Tom Jones no greater singers than these two.🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧🏴󠁧󠁢󠁷󠁬󠁳󠁿
683,UgwITrk3BB1bWJ38Uad4AaABAg,Phenomenal
684,Ugz_vX57Y3RARAf5EId4AaABAg,Epic film. That song made it!
685,UgyGHfImo7H2Wad9K3N4AaABAg,Bravo!!!!
686,Ugx835uXi96Z1ySMmRd4AaABAg,Perfect🤦🏻‍♂️
687,UgwnXS5XfhjBYxw88rF4AaABAg,"one day I will get my Porsche, one day"
688,Ugz8h_wl2AQ7s_yCbkZ4AaABAg,German machines the best in the world ❤️❤️❤️
689,Ugx_x3t1UfKGhFUYpGV4AaABAg,"Called it classic, so some modern equipments will be cancelled to meet the old days' car, a very clever naming"
690,Ugw2gKlwluSkvBpjFJB4AaABAg,Legacy Porche 911  love it
691,UgzzuZb2x7J8GLNCL8h4AaABAg,👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼 Bravo
692,UgwkzuGXivHhTtNP-Ex4AaABAg,"Such an elegant Porsche 911 

Ever"
693,UgyBxrfvgscvu2SGJ3Z4AaABAg,"Porsche, there is no substitute....my preferred companion for many years..."
694,UgwPqdGmc3xq1ok3VBN4AaABAg,Amazing film.
695,UgxLKPkgC6vVquHaLlV4AaABAg,💖 I fell in love 💖
696,UgwqEhNOl93sgZwYbGh4AaABAg,Iconic enough said
697,UgxO9FpSfE7_wvRROyh4AaABAg,"very classy, nobody can produce neither promotions nor cars like this"
698,Ugwzg7-BXcMyjr9wnYd4AaABAg,Bravo! Fantastic ad
699,UgwOISXN-kNQHn2-tx14AaABAg,This commercial is a masterpiece.  Porsche has the absolute best commercials. The feeling of this piece just oozes nostalgia and style.
700,UgwVfkXC9gCnZ7YhUYp4AaABAg,Nice video 👌
701,Ugwb64ByrsSWIGJwMBp4AaABAg,"Have just been onto Porsches Configurator; this thing lists at £210,000!"
702,UgyiwwEv7sQQylrXSLp4AaABAg,"It would be a better ""Classic"" if it was naturally aspirated. But I'm glad it comes only with a manual gearbox."
703,UgypHxh7hhspxC7fJOl4AaABAg,내 인생과도 같은 차 911
704,Ugzzn7vQ6c3WTQIRJLN4AaABAg,Am definitely buying it
705,UgxVRtTr5buZOs-GuWx4AaABAg,🥰🥰in love 😍😍
706,UgwTVTXHP9Lo4kJoOip4AaABAg,Excellent commercial. It made me want to buy that car. Unfortunately I am poor and I don't have the money.
707,Ugw1pA6rch0gV7c33Al4AaABAg,This commercial will be remembered
708,UgxsVoSrvufpIgA42MZ4AaABAg,"You didn't knew you needed this, now you do."
709,UgxGLm-bAuC1ju_ascB4AaABAg,One day..my dream car ..will take me far a way to my dream land..to the destination of love..kindness..feelings…to the land of Porcha
710,Ugx-X6_nY1kaS_EA5Gt4AaABAg,Super🏆🏆🏆👍👍👍😎♥️
711,UgzVrhnIVWzEwxKe_Xl4AaABAg,Does it have a manual transmission version?
712,Ugzqd8ToHPPzyQFBmsd4AaABAg,Porsche ads are the best. 🔥🔥🔥🔥🔥
713,UgzF2ZyrX0TbglmkOBZ4AaABAg,If only I could afford one...
714,UgxaElmBJ0COS8gviQ94AaABAg,"Oh wow 🤩 
👏🏻👏🏻👏🏻"
715,UgzpFi7QRnw1k9PpBkh4AaABAg,Standing Ovation
716,UgyMS9ImqgFbGMr-ywB4AaABAg,"1. Interesting Porsche chose the 7spd. Maybe more durable? 
2. Targa sport classic coming?"
717,UgwJIhGEyC3q1evbIS94AaABAg,Yet another allocation car that even if you had the money you are never going to be able to buy... way to go Porsche
718,UgwLQekpWCQzL-0Giax4AaABAg,"Let me guess, it has an analog dashboard…. Again! 

And it’s worth $120k…. Again! 

The front still looks like a toad ….. again!   🐸

People are going to say it’s a masterpiece because it’s Porsche…… again. 


It’s the iPhone of cars. Nothing new. Same old thing for a higher price."
719,Ugy__3F4AU7s9t5B0kJ4AaABAg,Great film!
720,UgzCR0M9eqc6-cy7Frt4AaABAg,RESPECT!
721,Ugxdl9Uj_t2y17O57kZ4AaABAg,"I know *why* it’s there, but I hope they sell some without the “60”"
722,Ugxr7wdywl7wXUMa7Wh4AaABAg,"every 911 should have that spoiler, the gt3 is too big and no spoiler is ehhh.. missing something. This is perfect, should come as standard"
723,UgxW1qEk3oAWmwvP8r14AaABAg,Simply beautiful. Someone can Tell me the name's song? Thanks!
724,UgxW1qEk3oAWmwvP8r14AaABAg.9aVrNmflqE99aXeD4-wVdP,Where do I begin by Shirley Bassey
725,UgxEIs8tf4h71NK-e6x4AaABAg,"just fabulous , the whole thing,"
726,UgwRWKDP2nZV5jz9zsh4AaABAg,That film ❤❤❤❤
727,UgxeYxQzuc3Wrbt3PKd4AaABAg,I want the '73 RS
728,UgyLOea1UP7fhmtr7xh4AaABAg,"Porsche's sequel to the Film "" Love Story "" 1970"
729,UgyXBWS30Pcyd8_LGO14AaABAg,THIS AD MAKES ME WANNA BUY THE CAR
730,UgzTexuyHhl_hP241JV4AaABAg,What a great commercial
731,UgxkN2z5jGKTbdvq6a14AaABAg,Ms. Shirley Bassey’s singing here is OUT-OF-THIS-WORLD !!!  It leaves me trembling than this stunning Porsche 911...
732,UgxkN2z5jGKTbdvq6a14AaABAg.9aZ37SfvyHS9aZrtPZKEt6,Dame Shirley Bassey is such an amazing singer I love her.
733,UgxsUvKgBPaPp-U9zvR4AaABAg,"Beautiful car, high on the bucket list. But as with so many things in life, couldn’t have it then, can’t have it now and likely will not have it in the future........"
734,Ugw3h6IjcO1Ny_TRMTl4AaABAg,With RS 'Bürzel'. What a comeback!
735,UgxwzQuMxUkYha8-6mV4AaABAg,the original porsche carrera RS: twice as cool at half the size...
736,Ugx6cq1SfKGz6Qey1BV4AaABAg,"As if people who drove the old one would drive the new one. The sensation of the old cars, you will never get with the new ones."
737,Ugxs1BKxKli2cIJYl4J4AaABAg,BRAVO!!!! 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏
738,UgyXp_cBlLlt8Vu0YUF4AaABAg,What a beauty
739,Ugy28D0c6AW9nDtKH7d4AaABAg,That duck tail takes the centre stage
740,UgylFTDlfQcUWOK4e8l4AaABAg,Was that question mark at the end a teaser ?!
741,UgymBSlylvNl9BzahT54AaABAg,❤️❤️❤️
742,Ugxy_qILav47-5DcNcR4AaABAg,Awesome
743,UgzZAZgwOQlx0kqnR5N4AaABAg,Awesome
744,Ugx9M04P8NzRKxVLuyV4AaABAg,One word: Porsche!
745,UgybgzIukIy-VOgkwvl4AaABAg,I love cars but my girl isn’t into cars but when she sees a Porsche those are the only car that stick out to her. Rightfully so!
746,Ugw8zwEeh3hivHaSh8J4AaABAg,Where do I begin?  A Love Story with Porsche….
747,UgyDHNhSIjYMPIzKggl4AaABAg,Amazing campaign!
748,UgyoJh-uwrXJenBBTlN4AaABAg,Emotion!!!
749,Ugxu-tRz7QOK6sGZ-PN4AaABAg,The best comercial !!
750,UgwR0gLk6GKMiuMdsKV4AaABAg,Impressive very impressive
751,UgzoPSasysFgaauZGYx4AaABAg,Stunning video! What is this location?
752,Ugw9NDhhZ6NKN-CCW9Z4AaABAg,"Looks like Italy, maybe?  In any case, what a wonderful short video."
753,Ugx6agwwZkJSC42EnqN4AaABAg,Porsche knows how to slice a bread into so many different slices and market them to anyone with money to spend.  Let's put a different color on the mirrors and call it a special edition.  SMH.
754,UgyaSIpON2067emLgW94AaABAg,Bravo!!!!!!
755,UgzjX37GjwmC_BpFCVR4AaABAg,classy! what's the guy's sunglasses brand? I guess I can only afford that in this video.
756,UgwG0IFWXdjiVqWRBA54AaABAg,Wolfgang Porsche you Masterpiece. You Professional
757,UgyULROaV-jk-XlbMhl4AaABAg,Quite possibly   the  best  all round  car    on THE   Planet
758,UgxPoheHpPLx_rPWMj14AaABAg,Tremendous
759,UgyUdjCkK2DlVpsO9-B4AaABAg,Well done
760,Ugy44uCQXYVe_qpOLnB4AaABAg,Chasing the past. Nice touch...
761,UgxkvxC_9-MEq_u4jqJ4AaABAg,"Looks like a 50th anniversary edition with a duck tail. Same wheels, same houndstooth seats .  I’ll stick to GT3"
762,Ugx1JQjGnnin3MhYyAx4AaABAg,simply the best
763,UgzUowQeoiJXk6VkCGZ4AaABAg,"007 vibe, Porche always Legend"
764,UgzUowQeoiJXk6VkCGZ4AaABAg.9aUhFbBDkOA9aXeYUoVaN3,The lady singing has done three James Bond theme songs
765,UgwFXfKrpEHpi4Cmq9F4AaABAg,It's wonderful... wonderful life.
766,UgyBpOSnvWbrT_eoWr14AaABAg,The ducktale looks fantastic on a 992!
767,Ugwwea97VnVDxonxwQV4AaABAg,Great! Great! Great!
768,UgwUnRanIJDq3LNMm854AaABAg,Reverse onto the main road in a hurry…… what could possibly go wrong 🤪
769,UgwcSWQfzHCFVFLpwRZ4AaABAg,"Porsche, do you still remember my little wankel FD RX-7 in Australia? Ah, those were the days.... 😎"
770,UgwdlE882RGev2vzPj54AaABAg,I swear Porsche never misses
771,UgxKNGc_vjXzXY89VW54AaABAg,Perfektion.
772,UgyXY4XcwTDz8MiTX8d4AaABAg,Anyone know what sunglasses he is wearing ?  They are almost as nice as the car.
773,UgwcDn5gGbbsFL-O3lZ4AaABAg,Can life be measured by the badging of your 911?
774,UgyLiaq2eudFkNHLQlB4AaABAg,Very cool😎
775,UgzY9sp_yhEh6bMZsgV4AaABAg,Different level altogether
776,Ugy_CBcYmhZaqXU-yoZ4AaABAg,If only it had the 4.0 Flat-6 of the Singer DLS
777,Ugx8PyTfQVNoLOr2rHp4AaABAg,Probably the sexiest car I have ever seen!!!
778,UgxY74jzki3OPfDTHx54AaABAg,"What a fucking masterpiece of ad, i love porsche"
779,UgyOAv48HVY1xY2VuA54AaABAg,I am in love....again
780,Ugx0UCwbCCsMPO_MOyx4AaABAg,"This commercial, the film, actors, the setting, the sepia is just perfect and then the CAR 🚙! Porsche makes the BEST commercials / films"
781,UgwrGEPcK7liHpQ1ELp4AaABAg,💣💥🚀😍😍😍😍
782,UgwGIcG2YFh8diuz_X14AaABAg,Long live the stick.
783,UgyL0puuT7FLiHJ-hi14AaABAg,😭👏👏👏👏👏👌👍😎💕
784,UgwpUG8vPTIkIxUDFwd4AaABAg,"영상이랑 노래가 찰떡이넹 
광고이상의 감성이다 넘 좋은데~♥"
785,Ugxcuy1WHnzYNrnFwJh4AaABAg,😍
786,UgzPjeJx0IetPU7STE54AaABAg,"Song title?
Best commercial so far this year. Hope I can own a Porsche 911 one day!"
787,UgzPjeJx0IetPU7STE54AaABAg.9aPqts-KXVn9aXhL3SDMCA,Where do I begin by Shirley Bassey
788,UgwpehwOXOWb0ds8l0F4AaABAg,"I could really see Kim Jong-un with his new Top Gun wearing Ray-Ban sunglasses starring in this video. A deep fake would be fun.
Gorgeous car, not my type of car as I prefer real classic 911s (964 or 993 ... although the older ones are gorgeous) or GT3s ... But beautiful car nonetheless. I also like that the ducktail breaks a little the line of the back of the car which I find too wide and to high on 992s (991.2 was prettier, I think) but looks excellent on this model."
789,Ugzw-xCu5NeIwqwNxfJ4AaABAg,tream-car 👍❤😂😍👌
790,Ugw3g6czYPi_d9qyRJx4AaABAg,It's like a scene out of a classic James Bond movie. Shaken not stirred!
791,Ugwa1t7iPwkQJjoYxg94AaABAg,Beautiful! what is the soundtrack?
792,UgxQaLsEO4kaUJIwfK14AaABAg,Even Porsche promos are the best magnificent
793,UgynXHXjtYMCgsZQNsh4AaABAg,Are they really 50 years older?
794,UgzMYOCnM6FXUWocck54AaABAg,loved the song too damn ❤❤❤❤❤
795,UgzMYOCnM6FXUWocck54AaABAg.9agg8jqnB5_9asYrzzNDLu,@tjae92 thank u man
796,UgzMYOCnM6FXUWocck54AaABAg.9agg8jqnB5_9arDYJCtRf0,Where do I begin by Shirley Bassey
797,Ugz2NL8fYKlemgNKO9J4AaABAg,❤️❤️❤️❤️🔥🔥🔥🔥🔥🔥
798,Ugxu3Hd6wguQDpwXu5N4AaABAg,gorgeous all around
799,UgxHFfQpf8cTIGkO3G14AaABAg,Shirley Bassey legend!
800,UgzOjm5dusdyQaR7sQZ4AaABAg,"A beautiful fairy tale. And what about the cost of fuel in Europe now? Oh yes, Porsche - you make great cars, but now sunflower oil is relevant) With love from Russia"
801,Ugz7v0rNoI2ZPdzar_t4AaABAg,"Beautiful advertisement of Porsche cars,lovely."
802,Ugx5U-6jPcAeTVIoWmh4AaABAg,Wow that's a great short!
803,Ugwjy8LTRq5bHRADj1l4AaABAg,I will buy this car and drive it in Portofino
804,UgxS3RkKAvy3NrcClL54AaABAg,"What a piece of art, btw do you know what the song’s name and who performed it? I’m impressed."
805,UgxS3RkKAvy3NrcClL54AaABAg.9aktsSuLgsb9atQBqfU22v,@tjae92 thanks mate
806,UgxS3RkKAvy3NrcClL54AaABAg.9aktsSuLgsb9arDQKU0dnb,Where do I begin by Shirley Bassey
807,UgwHCKXChnt6UopwYVp4AaABAg,"@Porsche if you are reading this, you are the best brand in sports car!"
808,UgxTAApfsqw1jNr1ZH14AaABAg,갖고싶다 10년 계획 만들자
809,Ugzij2svqQ8pr6ZWe-J4AaABAg,"A real tribute of the 60s would be a NA engine, not a turbo. At least it's a manual I'll give you that"
810,UgyWF_GgwunjGFGJxIV4AaABAg,brilliant
811,UgxzCTJnNJA3S9AeHKV4AaABAg,I’ll get a 911.
812,Ugy4RMm3sB9qd-tBeb94AaABAg,"where was the video shot, so beautiful ?"
813,UgzraWVU9_tTcw96UMd4AaABAg,Nice!
814,UgwGB4S-gXDkTSuRgrp4AaABAg,"Liebes Porsche Team, 

ich finde das dieser Film großartig ist. Echt wunderschön und es gibt mir voll die 70er Vibes. Der Sports Classic ist für mich das schönste Auto dieses Jahres. Großen Respekt an euch. Wenn ich genug Geld übrig hätte würde ich mir definitiv einen Zulegen. 

Gruß und macht weiter so"
815,Ugy9GCwdqi97THEgHPZ4AaABAg,CONGRATS!!!🥰🥰
816,Ugx2TIzBt17e9XW7VmB4AaABAg,Meisterhaft
817,UgyyM9vFNvkYQa2XO894AaABAg,"This could have been a nice video. But....it's too fast!! Too many shots, it makes me nervous."
818,UgwuBQHgb4slGb8Vbz14AaABAg,Pure poetry.. nothing more
819,UgwCIIGY0BIP3LMqmbF4AaABAg,Legend 🤪🤪🤪
820,UgzW_oKSM95cl6N6OP14AaABAg,Exactly the demographic it’s TARGAting (see what I did there) I’m in marketing too dammit 😂
821,Ugw55waeQK4JrlUGBA94AaABAg,i will have it fucking beautiful
822,UgwqnJgRyvbbHL1TuCR4AaABAg,For all those that are too poor to get an original Carrera RS 2.7 :p
823,Ugzyy77p02yOkpV6-n54AaABAg,Fabulous car... it's a shame that they will all fall into the hands of profiteers.
824,UgzvEH3T_qiidIUSCt14AaABAg,I must have missed this Mad Men episode.  Will need to double check myself.
825,Ugyh2qJXF3VN9TwNOmp4AaABAg,Are they the same person that use the classic in the 70s? They would be in their 80s by now.. they look younger then they should
826,UgyMrOqsNC3EsyK7D0d4AaABAg,"у людей новый 911, а они увидели старый и потеряли голову и погнали за ним. вот и вся, суть."
827,UgzhlNz_MKEYe59HiUN4AaABAg,I love Porsche. And the new sport classic will be another icon. But the privilege displayed and apparently associated with the car is borderline delusional and completely removed from reality imo. Who is supposed to identify with this?
828,Ugz2un8ZsApun9YeaHF4AaABAg,This Video is priceless
829,Ugym1njT_rvV4GAir9t4AaABAg,Now I have to go find a lady to complement the beauty of my 2022 911. Does one exist? I don't like the Land Rover type of woman.
830,Ugwh1oGUDOqvWZPCzht4AaABAg,"Does somebody know where is the spot at 1:10 pls ? Been looking everywhere on maps but couldn’t find it …

Est ce que qqun connaît le spot à 1:10, j’ai cherché partout mais j’ai pas trouvé"
831,UgxIx6QNE4VorTTcO7F4AaABAg,What a beautiful 3 mins
832,Ugw_OzvkliWFOFjmvKF4AaABAg,"This is a film rather than an advert. This production and the superb Shirley Bassey (who is sadly ignored in the comments...) are the reason this is such a good production. Top marks to the PR dept.

However, looking objectively at the car (a chubby 4 litre turbo...zzz...only saved by a manual gearbox and the interior), it really needs to go on a diet and to tone down the engine size. 

Seriously Porsche, why can't we have a 1000 kg car with a 2.7 flat six (with some tricks to make it regain the air cooled sound...) ?"
833,UgxQ3osWyspkZpxUh9p4AaABAg,"Rich Kid buy lambo, gentleman buy Porsche 🖤"
834,UgxB0Xtb96d0b2YP4F94AaABAg,"Beautiful : People,song,places and cars"
835,UgzAzVGdEdOJLVhiuUt4AaABAg,remember my 911 turbo
836,UgzDkafVR5cCXofkQqh4AaABAg,Lo compro!!!
837,Ugwacr24Bw6dOGS4nEN4AaABAg,"That commercial rocked,"
838,UgytWBzssdsPhM-SlKJ4AaABAg,"Moral of the story, they were rich in 1973 and still are in 2022"
839,UgwbRoEpqB0IhnAszTt4AaABAg,Porsche esta en otro nivel
840,UgwtcTHm3oOu8ffxU8J4AaABAg,Tons of style
841,Ugz-4aLrA3Ujdm_Oagd4AaABAg,best ad ive seen in a while
842,UgxTdW1jnaZSeHXRGe14AaABAg,Couldn’t afford a Porsche so I bought a 370z… one day though
843,UgxnP-qMf1FqGYzx3zZ4AaABAg,👏🏻👏🏻👏🏻👏🏻😊
844,Ugx4ZhdUjJfOhLOtf2Z4AaABAg,We need Porsche Unleashed Remastered!
845,Ugxfe1bdAgRVjNo6aNN4AaABAg,How can it sell for nearly double what a GT3 does?
846,Ugxfe1bdAgRVjNo6aNN4AaABAg.9aU3kGf9f3U9aUcRTxbUXo,Limited production.
847,Ugxuw8PLGNO-vSBNunN4AaABAg,lan bu porche reklam işini de becermeye başlamış F1 de ve bir gün sokakta görüşmek üzere
848,UgwmZZlEHhRuIFf3cH54AaABAg,"wait, is that a manual ????"
849,Ugx1Z-uY5RpDLw6lznF4AaABAg,😍😍😍
850,UgxJ77LouDhF-qY4RfJ4AaABAg,❤️
851,UgzqTQA1-9taZQMRtAR4AaABAg,❤️
852,UgyUuQVw9VJ4IyHuNm14AaABAg,❤️
853,UgwBD9Wdv0xCCfRIylZ4AaABAg,❤️
854,UgyanEUFfnmvWn7oPIB4AaABAg,I was born to Drive a Porsche 911
855,UgyEXPNDClNpFIVHcaB4AaABAg,"👏👏👏👏👏👏
Where is this place ?
Riviera italiana ?
🇧🇷👍🏻"
